"","c1","c2","weight"
"13598","HES2","ZNF501",0.0547629230262338
"11187","FOXR2","MEOX2",0.0547693672085994
"22614","MYC","ZNF423",0.0547714793790771
"22837","MYF6","TCF7L1",0.0547737815592206
"19996","JUNB","TAL2",0.0547740186975704
"28607","SMAD1","ZNF705D",0.0547741725565719
"16627","HOXA7","LMX1B",0.0547747033555573
"15512","HNF1A","SIX2",0.0547755966741701
"10648","FOXP3","PPARG",0.05477585023536
"16700","HOXA7","SHOX2",0.054776001181423
"27527","PRDM1","ZNF211",0.0547766419940473
"3061","BHLHE23","RHOXF2",0.054780543053483
"28228","RXRG","SP6",0.054780871018505
"418","ALX3","REL",0.0547833719470184
"19959","JUNB","POU2AF1",0.0547910011232677
"11660","GATA4","SPDEF",0.0547939016444912
"15754","HNF4A","HOXA6",0.0547976126687156
"24636","NR1H4","NR2E1",0.0547992738203451
"29682","TBX20","ZSCAN5A",0.0548033203751011
"4925","CREB5","SPI1",0.0548044421969901
"13909","HES6","SIM2",0.0548069909934625
"10532","FOXP3","GATA3",0.0548090720633472
"24768","NR1I2","POU5F2",0.0548111164463637
"12845","GSC","ZNF280A",0.0548126756097689
"23261","NANOG","NR2C1",0.0548129964485142
"10302","FOXI1","ZBTB6",0.0548131503811579
"24030","NFATC3","TBX22",0.0548133738042376
"28369","SHOX2","TAL1",0.0548180844471616
"16860","HOXB13","RFX6",0.0548184763068362
"13030","HAND1","ZNF211",0.0548192164394494
"17550","HOXC4","TFAP2C",0.0548200354386509
"7898","FEV","IRF8",0.0548204695096537
"1721","ATF5","CREB5",0.054822629958686
"24068","NFATC3","ZNF705D",0.0548243586934655
"24824","NR1I2","ZBTB32",0.0548248309784378
"15513","HNF1A","SMAD1",0.0548249490157563
"5138","DLX3","SIX2",0.0548257297830734
"19261","IRF9","TCF12",0.0548298304202191
"6826","ESRRA","ISL1",0.054831285851834
"5670","DRGX","FOXD4",0.0548322625091113
"910","ARNT2","RHOXF2",0.0548344456980193
"7940","FEV","NKX2.8",0.054834662790735
"13587","HES2","ZNF181",0.0548354241344988
"11314","FOXR2","ZNF556",0.0548373590740836
"24591","NKX2.8","TCF12",0.0548374332160267
"30434","ZNF211","ZNF77",0.0548374510924752
"9236","FOXA3","RORB",0.0548377834786351
"22504","MYC","MYOD1",0.0548390405846358
"1090","ARNTL2","MEOX2",0.0548421700558048
"752","ARNT2","CEBPE",0.0548432243275174
"29745","TCF12","ZNF155",0.0548452502863743
"20705","LHX8","SPDEF",0.0548455153960342
"5707","DRGX","HOXA6",0.0548456813890304
"27858","RFX3","RXRG",0.0548464827892362
"771","ARNT2","FEZF2",0.0548476962597414
"12549","GRHL3","MYNN",0.0548480481125188
"3359","CDX1","ZNF556",0.0548511246783906
"21197","MEF2B","NFATC3",0.054852185643024
"9171","FOXA3","MEF2C",0.0548523171690676
"25858","OLIG1","ZNF280A",0.0548548424129877
"11977","GATA6","MYOD1",0.0548549119093298
"26361","PAX3","PPARA",0.054855041582139
"6466","EOMES","RHOXF2",0.0548566905741611
"13216","HAND2","ZNF181",0.0548603634761263
"29644","TBX20","TFAP2B",0.0548622546298556
"29910","TFAP2B","ZNF322",0.054863310767691
"7631","ETV1","FOXB1",0.054866402097802
"14826","HIF1A","STAT4",0.0548733425800021
"26986","PITX3","RHOXF2",0.0548777827150307
"18689","IKZF3","ZNF77",0.0548821449945459
"1554","ASCL2","IRF4",0.0548871456589169
"4508","CREB3","ZNF410",0.0548876158586498
"18753","IRF4","OVOL1",0.0548895330183481
"22722","MYF5","UTF1",0.0548929397340757
"2427","BCL6B","BHLHE23",0.0548934386768442
"27044","PITX3","ZNF410",0.0548965101415583
"1948","ATF5","ZSCAN5A",0.054897690673505
"29457","TAL1","TBX22",0.0549010734252975
"404","ALX3","PAX8",0.0549031381213241
"1309","ASCL1","HOXD9",0.054903223612584
"19930","JUNB","NFE2L3",0.0549045955750143
"22228","MSX1","ZNF322",0.0549050062678451
"5867","DRGX","ZNF556",0.0549055198867328
"28053","RHOXF2","ZNF225",0.0549073405362721
"851","ARNT2","MIXL1",0.0549073417261733
"1805","ATF5","LHX4",0.0549077080464139
"17227","HOXB7","THAP6",0.0549095239466348
"26848","PITX1","TFAP2A",0.0549145510970353
"2877","BHLHA15","ZNF181",0.0549148095456121
"16087","HNF4G","ZNF615",0.0549161923718588
"18488","IKZF1","SPIC",0.0549188119921337
"29472","TAL1","VSX2",0.0549189421684755
"39","ALX1","FOXA2",0.0549195043063618
"11406","GATA3","NFKB1",0.0549221031798263
"1852","ATF5","OLIG3",0.0549234537913441
"11551","GATA4","HOXC4",0.0549241052316926
"9684","FOXD4","THRB",0.0549242376020481
"2616","BCL6B","TBR1",0.0549262222337517
"9303","FOXA3","ZNF77",0.0549262864233158
"13415","HES1","ZNF556",0.0549275620263523
"25424","NR4A1","SPDEF",0.0549277581707706
"14469","HEY2","STAT4",0.0549313459408762
"1788","ATF5","HOXD3",0.0549332265444557
"14781","HIF1A","OVOL1",0.0549367969089315
"17254","HOXB7","ZNF556",0.0549374547564049
"24678","NR1H4","SMAD1",0.0549414025992726
"28395","SHOX2","ZNF155",0.0549422187947782
"8918","FOXA2","HESX1",0.0549423821200723
"9583","FOXD4","MEOX2",0.0549458274197458
"21122","MEF2A","SPDEF",0.0549514607311273
"15144","HMX1","POU2AF1",0.0549527783575431
"26342","PAX2","ZNF556",0.0549528905245421
"12042","GATA6","SOX14",0.0549562715213147
"14022","HESX1","MEOX2",0.0549573390079879
"27836","REL","ZNF280A",0.0549573451688868
"10104","FOXH1","ZNF181",0.0549583067754833
"29678","TBX20","ZNF77",0.0549597740232823
"13915","HES6","SOHLH1",0.0549603380687817
"12424","GCM2","SOX10",0.0549608325419981
"26301","PAX2","STAT4",0.0549662415403739
"7328","ESRRG","PPARG",0.0549738555954995
"7591","ETS2","USF1",0.0549738686861616
"12394","GCM2","PAX8",0.0549764061294937
"8195","FEZF1","SHOX2",0.0549802537776661
"11975","GATA6","MYF6",0.0549822373880719
"9152","FOXA3","IKZF3",0.0549834435280492
"7738","ETV1","NR5A2",0.0549847836322046
"24811","NR1I2","TFAP2A",0.0549858778225647
"21819","MESP2","UTF1",0.0549917544172687
"8755","FOXA1","MEF2B",0.0549938349300147
"16696","HOXA7","RORB",0.054994036184463
"16824","HOXB13","NR1H4",0.0549941505203017
"26181","OVOL1","RBAK",0.0549951688705679
"10108","FOXH1","ZNF280A",0.0549982038512013
"17382","HOXC12","TBX22",0.0549988037063352
"12053","GATA6","TAL2",0.0549998724738418
"34","ALX1","FEV",0.055000713540818
"24568","NKX2.8","SIX2",0.055001855731036
"27373","PPARA","ZNF322",0.0550025611830863
"5868","DRGX","ZNF582",0.0550034737346458
"29238","SPDEF","ZNF461",0.0550036339823898
"301","ALX3","GCM1",0.0550039169940114
"21423","MEF2C","ZBTB6",0.0550062216288737
"29779","TCF7L1","VSX1",0.0550079630089838
"23095","MYOD1","VENTX",0.0550085597268257
"5855","DRGX","ZNF211",0.0550108024149182
"21975","MITF","ZNF582",0.0550108897660905
"16157","HOXA1","NR2E1",0.0550128377939593
"6327","EOMES","FEZF2",0.0550144394033009
"10474","FOXO1","SP6",0.0550180504726739
"18543","IKZF3","IRX6",0.0550198042000597
"17934","HOXD4","MESP2",0.0550235760211941
"16122","HOXA1","LHX8",0.0550243715385657
"16061","HNF4G","USF1",0.0550258086831233
"22815","MYF6","SMAD7",0.055026975964934
"22069","MIXL1","TBX20",0.0550277401070214
"7917","FEV","MESP2",0.0550308007011822
"15005","HLF","TAL2",0.0550339966852013
"1474","ASCL2","CDX1",0.0550341993371107
"28407","SHOX2","ZNF501",0.0550372762500642
"30242","VSX2","ZNF556",0.0550372815237458
"21703","MESP1","ZNF410",0.055038535740366
"6692","ESR1","SIX2",0.0550404646304328
"95","ALX1","IRF8",0.0550405828778886
"25045","NR2E1","ZNF227",0.0550412517475814
"9036","FOXA2","SMAD1",0.0550422156786641
"23204","MYOG","TBX22",0.0550480664959755
"12308","GCM2","HMX2",0.0550499804319407
"25540","NR4A2","TFAP2B",0.0550516084182344
"8220","FEZF1","TCF12",0.0550523653942052
"9915","FOXG1","ZNF582",0.0550527258187578
"25770","NR5A2","ZNF582",0.0550535178027243
"388","ALX3","NR2F1",0.0550549127262225
"12357","GCM2","MYF5",0.0550617432169239
"26536","PAX7","PITX1",0.055063770164726
"92","ALX1","IKZF3",0.0550639081926957
"18348","ID1","THRB",0.0550659386936339
"19574","ISL1","VSX2",0.0550672614911057
"24710","NR1H4","USF1",0.0550679513891269
"19250","IRF9","SPDEF",0.0550691342379492
"15940","HNF4G","IRF5",0.0550708604389002
"19949","JUNB","OVOL1",0.0550722623029041
"3842","CEBPA","EGR4",0.0550727830554529
"29003","SOX2","VSX1",0.0550732661993344
"19065","IRF8","PITX1",0.055073879583932
"247","ALX1","ZSCAN5A",0.0550750655464879
"975","ARNT2","ZNF582",0.0550762723933218
"27286","POU5F2","ZNF181",0.05507675790493
"8800","FOXA1","PAX3",0.0550790396318529
"18770","IRF4","RARB",0.0550795108677213
"30172","VENTX","ZNF181",0.055080157469803
"13281","HES1","LHX6",0.0550804225541769
"24673","NR1H4","RXRG",0.0550812380554672
"15790","HNF4A","MITF",0.0550864758452008
"1511","ASCL2","FOXR2",0.0550876800374002
"18632","IKZF3","SNAI2",0.0550880885520727
"20732","LHX8","ZBTB32",0.0550882367581071
"19788","JUN","NR1H4",0.0550908941227355
"7420","ETS2","FOXH1",0.0550932309322057
"29656","TBX20","ZBTB32",0.0550940359697089
"4189","CEBPE","NR2F2",0.0550995043623678
"5675","DRGX","FOXP3",0.0551009738521156
"8001","FEV","STAT4",0.0551017277992137
"29819","TEF","VSX1",0.0551023466476352
"17785","HOXD3","MYOD1",0.0551031749448877
"27761","RBAK","ZNF280A",0.0551059226725068
"5937","E2F8","HOXD3",0.055109166305468
"19480","ISL1","MYOG",0.0551119586311456
"12996","HAND1","SP6",0.0551126223848992
"29721","TBX22","ZNF77",0.0551135778522226
"18220","HOXD9","ZNF705D",0.0551140426509294
"542","ALX4","GATA3",0.0551157943538255
"7217","ESRRG","GCM2",0.0551197566953111
"22748","MYF5","ZNF705D",0.0551203006128898
"20539","LHX6","PRDM14",0.0551208535876916
"2483","BCL6B","HEYL",0.0551242442163989
"16596","HOXA6","ZNF77",0.0551258483758661
"7366","ESRRG","TCF12",0.0551288023012133
"29448","STAT4","ZNF77",0.0551312084526018
"21008","MAFB","VSX1",0.0551396209066271
"7649","ETV1","HAND1",0.0551448327683005
"5394","DLX4","THRB",0.0551459003485272
"27262","POU5F2","TBX18",0.0551469530728448
"13579","HES2","VSX1",0.0551480630904121
"10130","FOXI1","FOXR2",0.0551500376751264
"19695","ISX","SOX9",0.0551502244585199
"19492","ISL1","NKX2.8",0.0551518713767623
"15078","HMX1","IRX6",0.0551533982402068
"746","ARNT2","BHLHA15",0.0551539955746412
"27249","POU5F2","SOX14",0.0551567713188941
"5206","DLX4","E2F8",0.0551569667445951
"16522","HOXA6","PRDM14",0.0551582929428331
"24771","NR1I2","PRDM1",0.0551608798166711
"16645","HOXA7","MYOG",0.0551609844794447
"10338","FOXO1","GRHL3",0.0551637238773881
"22790","MYF6","PDX1",0.0551640858091107
"4776","CREB5","FOXO1",0.055167049260087
"15991","HNF4G","NR4A1",0.0551674225354313
"20578","LHX6","TFAP2A",0.0551689453874538
"9062","FOXA2","TFAP2B",0.0551698887801589
"28148","RUNX3","SIX2",0.0551751071849357
"19088","IRF8","SMAD1",0.0551767130158577
"22226","MSX1","ZNF280A",0.0551782458370667
"10546","FOXP3","HESX1",0.0551797931214328
"16308","HOXA5","MYNN",0.0551801598383187
"10234","FOXI1","PAX2",0.055181945085788
"17514","HOXC4","RFX6",0.0551820907953122
"18876","IRF5","MYNN",0.055185018778842
"27397","PPARG","RORB",0.0551856871180057
"12344","GCM2","MAFB",0.0551866307546256
"11302","FOXR2","ZNF211",0.0551899636926977
"23193","MYOG","SP6",0.0551914260671073
"13809","HES6","HOXB13",0.0551920622102259
"30270","WT1","ZNF582",0.0551956257169751
"1671","ASCL2","TFAP2C",0.0551963330896578
"12453","GCM2","VENTX",0.0551969707943156
"11214","FOXR2","NR1I2",0.0551973685621428
"4895","CREB5","POU5F2",0.0551977717608595
"8079","FEZF1","HES6",0.0552011585850348
"9566","FOXD4","IRF8",0.0552026560659848
"10246","FOXI1","PPARA",0.05520638904981
"29686","TBX22","TFAP2A",0.0552077112998078
"19117","IRF8","THAP6",0.0552109469931024
"29440","STAT4","ZNF461",0.055211981025367
"15583","HNF1B","HOXA7",0.055215433731662
"25509","NR4A2","RXRG",0.0552183971261183
"1954","ATOH1","CDX2",0.0552196783639861
"26047","OLIG3","ZNF181",0.0552201854476051
"22586","MYC","TCF7L1",0.0552206762535705
"7059","ESRRB","MESP2",0.0552211836910873
"4840","CREB5","MEF2B",0.0552232982087368
"3165","CDX1","FOXI1",0.0552264237057055
"18990","IRF5","ZNF501",0.0552275714395598
"26303","PAX2","TAL2",0.0552324318591045
"6768","ESRRA","FOXA3",0.0552325057044299
"20581","LHX6","THAP2",0.055233602151624
"10038","FOXH1","PITX1",0.0552365707255008
"16653","HOXA7","NFE2",0.0552393131469062
"12275","GCM1","ZNF280A",0.0552399793088834
"3953","CEBPA","NKX2.8",0.0552406691695367
"1555","ASCL2","IRF5",0.0552502470676102
"22574","MYC","SPDEF",0.0552502583213545
"6680","ESR1","RARB",0.0552597335865228
"868","ARNT2","NFE2",0.0552611095839477
"27677","RARB","ZBTB6",0.0552616308331058
"18660","IKZF3","TP63",0.0552619709764093
"4241","CEBPE","SPI1",0.0552621672788421
"1727","ATF5","EGR4",0.0552622678790016
"11363","GATA3","IKZF3",0.0552634076952273
"27427","PPARG","TCF7L1",0.0552650456914364
"22935","MYNN","SHOX2",0.0552661147270347
"9246","FOXA3","SNAI2",0.0552664778930364
"21131","MEF2A","TBX20",0.0552673228761165
"10365","FOXO1","HOXC12",0.0552701994105378
"1838","ATF5","NKX2.8",0.0552718982792129
"22005","MIXL1","NR1I2",0.0552727224621135
"25900","OLIG2","RHOXF2",0.0552735093668332
"28717","SNAI1","ZNF211",0.0552736414102728
"7246","ESRRG","HOXC4",0.0552746541503179
"15658","HNF1B","PAX3",0.0552751344444679
"3851","CEBPA","FEZF1",0.0552755358724836
"7120","ESRRB","RHOXF2",0.0552760593124939
"13516","HES2","PAX3",0.0552761955932732
"15279","HMX2","MYNN",0.0552799665467789
"938","ARNT2","TBX20",0.0552808376577474
"198","ALX1","STAT4",0.0552826089144569
"18672","IKZF3","ZNF181",0.0552832994131906
"28076","RORB","SHOX2",0.0552833178990364
"15916","HNF4A","ZNF615",0.0552870219679043
"6379","EOMES","HOXD4",0.0552875972622294
"27984","RFX6","ZNF317",0.0552888762542431
"536","ALX4","FOXI1",0.0552920041016666
"24175","NFE2","ZNF461",0.0552959991813414
"14697","HEYL","ZSCAN5A",0.0552979633743505
"25428","NR4A1","STAT4",0.055298280573157
"273","ALX3","EOMES",0.0552986593486949
"20765","LMX1B","MESP2",0.0553005361546651
"1761","ATF5","HAND2",0.0553012672301662
"22185","MSX1","SOX14",0.0553012851743449
"13001","HAND1","STAT4",0.0553045382861454
"27160","POU5F1","SIX2",0.055305460290575
"26178","OVOL1","PRDM1",0.0553064802952805
"2467","BCL6B","GATA4",0.0553067522543933
"1713","ATF5","BHLHE23",0.0553067850248903
"12828","GSC","THRB",0.0553091009249554
"16012","HNF4G","PPARA",0.0553124230836924
"2566","BCL6B","OLIG3",0.0553156845784437
"28621","SMAD7","SP6",0.0553172527973176
"10893","FOXQ1","THRB",0.0553197495324546
"27618","PRDM14","ZNF582",0.0553221761436985
"16669","HOXA7","OLIG1",0.0553229483597403
"9289","FOXA3","ZNF227",0.0553230804297015
"15389","HMX2","ZNF410",0.055324254647404
"22789","MYF6","PAX8",0.0553264536094362
"1089","ARNTL2","MEF2C",0.0553266077601897
"25147","NR2F1","ZNF181",0.0553267528165291
"19965","JUNB","PRDM14",0.0553275038124902
"23226","MYOG","ZNF181",0.0553278230095919
"24890","NR2C1","SHOX2",0.0553309062925168
"29947","TFAP2C","ZNF322",0.0553323209044349
"20441","LHX4","THRB",0.0553329752235242
"25180","NR2F2","PAX3",0.0553342990147355
"18803","IRF4","TBX20",0.0553343460220569
"7571","ETS2","SPI1",0.0553361072761571
"10268","FOXI1","SOX10",0.0553424638111482
"2469","BCL6B","GATA6",0.0553468458177437
"27416","PPARG","SPI1",0.0553487770774535
"8363","FEZF2","NKX2.8",0.0553523899750801
"1084","ARNTL2","LHX8",0.0553545234279844
"12458","GCM2","ZBTB6",0.0553558399953722
"19552","ISL1","SPIC",0.0553561021689684
"12183","GCM1","NR1H4",0.0553574517834618
"29456","TAL1","TBX20",0.055362243753428
"26051","OLIG3","ZNF280A",0.0553649699931284
"8828","FOXA1","SMAD1",0.0553653652576277
"7758","ETV1","PRDM1",0.0553686568899292
"4075","CEBPE","ESRRA",0.0553693246404349
"23183","MYOG","SMAD1",0.0553719381682217
"6566","ESR1","GCM2",0.0553743712140876
"24509","NKX2.5","ZNF410",0.0553828761876497
"5381","DLX4","TAL2",0.055383623599216
"15739","HNF1B","ZNF483",0.0553847481785788
"8872","FOXA1","ZNF211",0.0553876605054453
"6488","EOMES","SPIC",0.0553919976004474
"14347","HEY2","HNF4G",0.0553923069576611
"7021","ESRRB","HNF4G",0.0553931417101615
"25974","OLIG3","OVOL1",0.0553972212094934
"15534","HNF1A","TBX22",0.0553996821366632
"24870","NR2C1","PITX1",0.0554003035705799
"13290","HES1","MESP2",0.0554018574556181
"14588","HEYL","NR1H4",0.0554021749639102
"26253","OVOL1","ZNF77",0.0554030968294239
"22700","MYF5","SPDEF",0.0554031448526598
"27257","POU5F2","SPIC",0.0554035107935025
"16256","HOXA1","ZNF582",0.0554039026672293
"15557","HNF1A","ZNF211",0.0554042639385163
"20870","LMX1B","VSX2",0.0554075057651795
"18587","IKZF3","NR2E1",0.055408988154859
"29415","STAT4","TFAP2C",0.0554094298041479
"7513","ETS2","NKX2.8",0.055410066175271
"7496","ETS2","MYC",0.0554105875537452
"17551","HOXC4","THAP2",0.0554127397733075
"30564","ZNF483","ZNF554",0.0554127630505463
"17078","HOXB6","ZNF211",0.0554127641213906
"3987","CEBPA","RBAK",0.0554152858675434
"29827","TEF","ZNF181",0.0554167407195694
"8838","FOXA1","SP6",0.0554180810855171
"28566","SMAD1","TBR1",0.0554201243191739
"12234","GCM1","SOX14",0.0554206487231017
"28224","RXRG","SOX14",0.0554216752047862
"25199","NR2F2","RFX6",0.0554218546262982
"18906","IRF5","OVOL1",0.0554224387367985
"8958","FOXA2","LHX6",0.0554225699616866
"28786","SNAI2","ZNF461",0.0554257090759366
"8438","FEZF2","THAP6",0.0554273799359116
"8690","FOXA1","FOXI1",0.0554273910109383
"22730","MYF5","ZIM2",0.055428272164378
"27995","RFX6","ZNF705D",0.0554284443474521
"10497","FOXO1","UTF1",0.0554327060909727
"10045","FOXH1","PPARG",0.0554363651585326
"24508","NKX2.5","ZNF322",0.055438129736837
"1889","ATF5","SOX10",0.0554387625234962
"19746","ISX","ZNF77",0.0554391356044416
"1539","ASCL2","HOXA5",0.0554416635283698
"4131","CEBPE","HOXC4",0.0554423104257992
"17081","HOXB6","ZNF280A",0.0554430259242613
"10578","FOXP3","IRX6",0.0554437956688178
"26855","PITX1","USF1",0.0554442283926293
"15569","HNF1A","ZNF556",0.0554443873727183
"22802","MYF6","RBAK",0.0554460549679039
"10129","FOXI1","FOXR1",0.0554483889834952
"8335","FEZF2","MEF2A",0.0554495588130785
"15765","HNF4A","ID1",0.0554498703081874
"96","ALX1","IRF9",0.0554502073983663
"13822","HES6","IRF5",0.0554518606904025
"23087","MYOD1","TFAP2B",0.055454216431078
"417","ALX3","RBAK",0.0554551748576099
"3485","CDX2","NFATC3",0.0554573137063172
"24873","NR2C1","POU2AF1",0.0554601292307265
"15769","HNF4A","IRF5",0.0554665373499862
"23160","MYOG","PITX1",0.0554668920027909
"24943","NR2C1","ZNF410",0.0554673927608222
"15598","HNF1B","IRF8",0.0554674724009282
"9077","FOXA2","ZIM2",0.0554684924666198
"13256","HES1","HOXA7",0.0554687153291349
"24799","NR1I2","SPIB",0.0554711810828349
"22298","MSX2","RFX3",0.0554750813764264
"15730","HNF1B","ZNF211",0.055475926791383
"4326","CREB3","GATA3",0.055478071665611
"5703","DRGX","HNF4A",0.0554790311086703
"25457","NR4A1","ZNF211",0.0554808340073052
"4139","CEBPE","IRF4",0.05548137183791
"17193","HOXB7","RXRG",0.0554834485429821
"25413","NR4A1","SMAD1",0.0554838669934762
"15122","HMX1","NR2E1",0.0554844766687673
"15418","HNF1A","HOXD4",0.0554869628654239
"12998","HAND1","SPI1",0.0554873943776199
"25376","NR4A1","NR4A2",0.0554904623326596
"798","ARNT2","HES3",0.0554921977625403
"29630","TBX18","ZNF556",0.0554922433320411
"14890","HLF","HOXC4",0.0554925792710211
"24061","NFATC3","ZNF461",0.0554926267319449
"24701","NR1H4","TCF7L1",0.0554927131209463
"11522","GATA4","GCM2",0.0554930371586242
"20579","LHX6","TFAP2B",0.0554944390435222
"8434","FEZF2","TFAP2A",0.055496857445371
"14497","HEY2","ZNF181",0.0554973220018977
"1775","ATF5","HNF1B",0.0554975912168544
"22540","MYC","PITX1",0.0554993556833997
"26359","PAX3","POU5F1",0.05550057601726
"24947","NR2C1","ZNF501",0.0555031398428423
"25854","OLIG1","ZNF181",0.0555042547484161
"5726","DRGX","ISL1",0.0555065662851037
"29981","THAP2","ZNF280A",0.0555077931284554
"29204","SPDEF","TBR1",0.0555101702591001
"4493","CREB3","VSX1",0.0555171670744904
"10441","FOXO1","PITX1",0.0555215544236917
"29582","TBR1","ZNF483",0.0555275305440137
"7872","FEV","HIF1A",0.0555328848610104
"12198","GCM1","OVOL1",0.0555345666610514
"25207","NR2F2","SIX2",0.0555365218697776
"20063","KLF1","MYF6",0.055536554298438
"7761","ETV1","RBAK",0.0555374249011954
"26410","PAX3","USF1",0.0555402248069959
"689","ALX4","STAT4",0.0555403974570332
"27700","RARB","ZSCAN10",0.0555410150168938
"3903","CEBPA","HOXD3",0.0555431773841183
"28385","SHOX2","USF1",0.0555442537886724
"24365","NFKB1","TAL2",0.055544578981743
"7781","ETV1","SOX5",0.0555447697881612
"1755","ATF5","GATA6",0.0555453104851856
"5094","DLX3","NR1H4",0.055546111259891
"21111","MEF2A","SMAD1",0.0555464950263167
"1908","ATF5","TEF",0.0555467151705568
"30086","TP63","ZNF410",0.055548559877306
"83","ALX1","HOXB7",0.0555501585175046
"11649","GATA4","SMAD1",0.0555504705104467
"25532","NR4A2","TBR1",0.05555182131592
"15500","HNF1A","RARB",0.0555538531130631
"6383","EOMES","IKZF3",0.0555549102201887
"29735","TCF12","USF1",0.0555556864812109
"1389","ASCL1","PRDM14",0.0555562121255458
"9929","FOXH1","GATA3",0.0555563782043121
